rank,pid_1915,pid_1924,similarity,chapter_1915,chapter_1924,section_1924,text_1915,text_1924
377,C16-P03,C06-S06-P13,0.0707070707070707,C16,C06,C06-S06,今日の我邦の精神界には實に複雜なる元素が含れて居る。 種々なる思想の相接觸して來て居る時期である。 でありますが、外の事は姑く措いて、宗敎上に於て最も重要なる世...,丁、儒敎는 神人敎이나 基督敎는 神政敎인 것이라 佛敎는 萬物이 皆有佛心이라하야 汎神觀的 觀念下에서 人으로 佛될 可能性이 有하다 認定하는 宗敎이나 ...
378,C02-P20,C03-S04-I05-P08,0.07017543859649122,C02,C03,C03-S04,而して此ヘッケルは進化論者でありますが、進化といふことは運動あつて以上のことである。 世界萬物の變遷推移して行く所に一定の法則のあるのを觀て之を進化律として定め...,意識이라하면 生命問題와 共히 實로 深遠隆高한 哲理를 가진 問題이라. 그러나 우리는 茲에 常識으로 能히 推斷할 만한 理義를 드러 一言하면 우리는 ...
379,C05-P24,C03-S04-I05-P09,0.06993006993006994,C05,C03,C03-S04,さう云ふ譯のものでありますからして、人間の生命といふものを解釋するには唯機械的だけでは十分でないのであります。 盡して居らぬ。 ツリーブだの意志だのといふものを...,우리가 사람과 他動物 他動物과 植物 植物과 無機物을 意識上으로 區別하야 보는 것은 甲의 程度와 乙의 程度를 比較하야 甲은 乙에 比하야 優越하다 ...
380,C02-P24,C03-S04-I02-P10,0.06976744186046512,C02,C03,C03-S04,この唯心論に對しては斯う云ふ難點があります。 第一に、物質といふものを豫想しないで精神だけ立てると云ふことは餘程困難である。 なせならば、物質といふものが常に精...,上圖와 가티 物質과 精神은 한가지로 實在的 原理에 依하야 나타나는 것임으로 唯心과 唯物은 同一한 原理의 實在的 存在라 할 수 잇다
381,C12-P11,C06-S06-P08,0.06976744186046512,C12,C06,C06-S06,第三に神道は民族敎であります。 即ち日本民族のみに限る宗敎であります。 宗敎には民族敎でないのがある。 佛敎や基督敎は民族敎ではない。 婆羅門敎とか猶太敎とか支...,己、基督敎는 支那의 墨子와 가티 兼愛를 說하엿으나 儒敎는 差別愛를 說한 것이라 基督 聖經中에 일넛스되 敵을 愛하라 하엿스며 人이 我의 右頰을 打...
382,C13-S02-P04,C06-S06-P06,0.06976744186046512,C13,C06,C06-S06,それから基督の説いた所は四福音書に敍述してありますが、其の趣意を一層時勢に適するやうに敷衍して説きましたのがポーロであります。 ポーロの一生の努力に依つて基督が...,丁、基督敎는 基督 復活의 理를 說하야 一般 信者가 한가지로 來世의 復活을 信하나 儒敎는 不然한 것
383,C13-S06-P02,C06-S06-P03,0.06976744186046512,C13,C06,C06-S06,それから基督敎では神樣の敎といふものを基督が説いた。 基督の説いたのは神樣の敎である。 此の敎を守れば人間は精神的生命を得る事が出來る、即ち永久不滅の生活に入る...,甲、基督敎는 純粹信仰에 依하야 成立된 宗敎이나 儒敎는 大體가 德敎인 것이다 基督敎는 知를 不要하고 理論을 不要하는 宗敎이니 但히 神을 信하며 神...
384,C25-P21,C06-S06-P13,0.06976744186046512,C25,C06,C06-S06,又或時代には神道も佛敎から呑まれてしまふかと云ふやうな有樣であつたけれ共、今日となつて考へて見れば、是れも儒敎と同じく日本文明の發展を大に助けた。 さうして今後...,丁、儒敎는 神人敎이나 基督敎는 神政敎인 것이라 佛敎는 萬物이 皆有佛心이라하야 汎神觀的 觀念下에서 人으로 佛될 可能性이 有하다 認定하는 宗敎이나 ...
385,C01-S03-P07,C01-S02-I04-P01,0.06965174129353234,C01,C01,C01-S02,さうして哲學より後れて科學が起つて居る。 まあ科學は希臘の時代からありますけれども、初めはそれは皆哲學の中に包含されて居つたのであります。 さうして段々哲學の中...,今日以後의 新社會에는 由來 宗敎의 經典이 如何히 될가 함은 一種 硏究의 問題가 되리라. 過去 因襲的 宗敎 經典의 敎訓이 自然 時代와 合理되지 못...
386,C21-P21,C05-S07-I04-P01,0.06930693069306931,C21,C05,C05-S07,それから希望と云ふことも無論あります。 希望は道徳の方でも斯う云ふ形に現はれて來る。 人間社會には複雜なる現象がありて、人が樣々に成行く樣であるけれども倂ながら...,셋째 虛僞에 對한 自然이니 이러한 自然의 意味는 天然界의 自然에서 獨特한 美点인 同時에 사람性 自然에도 어대까지든지 그 美点을 發揮하여야 할지라...
387,C02-P07,C05-S04-I02-P01,0.06896551724137931,C02,C05,C05-S04,唯物論は只物質のみを肯定するのであります。 即ち在る者は物質ばかりである。 物質の外何物をも認めないのであります。 世界は物質若くは物質の結果より成る者と解釋し...,世界로써 天國이 되기 為하야 생긴 것이오 世界가 임이 天國 되엿슴으로써 생긴 것이 안임을 알어야 하리라 곳 사람은 한울 될 素質이 잇고 世界는 ...
388,C02-P09,C03-S04-I02-P06,0.06896551724137931,C02,C03,C03-S04,それから唯物論の方が唯心論よりは理解し易い、世俗に分かり易い。 世界は物質より成立つて居ると云ふ樣な、この物質の方から解釋して行く方が餘程よく世人には理解し易い...,이러케 생각하고 보면 唯物論과 唯心論은 둘이다 各一條의 眞理를 가젓슴과 가티 둘이다 一偏의 缺陷이 잇슴을 알지라 即 眞理는 唯物임과 同時에 唯心...
389,C02-P42,C03-S04-I02-P12,0.06896551724137931,C02,C03,C03-S04,スピノーザの哲學は實在論であります。 スピノーザは精神物質といふものをSubstantiaといふ本體によつて統一したのであります。 そこで、此スピノーザの哲學は...,實體로 보면 精神과 物質은 곳 實在이며 精神과 物質의 便으로 보면 實在는 곳 物質과 精神이 된다 함이라 實在를 생각하는 觀念上 두 가지의 抽象을...
390,C05-P13,C03-S04-I04-P04,0.06896551724137931,C05,C03,C03-S04,人間は必ず斯樣にAからBの方に向つて働く。 其Aの處から出發してBの處を指して行く所に一つの行動が起る。 Bは目的である。 生命の大事な所は目的々の行動を取る所...,第三 生命은 目的이 有하다 生命은 一定한 目的이 有하야 그 目的의 方面으로 恒常 繼續的 運動을 하고 잇나니 植物이 太陽의 方面을 向하야 其枝를 ...
391,C05-P19,C03-S04-I07-P10,0.06896551724137931,C05,C03,C03-S04,其次に、生命と宇宙といふことに就いて極く簡單に私の見る所を述べて置かうと思ふ。 是れは餘り大きな問題でありますから、生命の初といふ處からして考を述べて見ませう。,大槪 宇宙의 進化하는 過程은 簡單으로부터 複雜에 나아가며 不完全으로부터 完全에 나아가게 되는 것이니 宇宙가 簡單으로 複雜에 나아가는 其過程을 말...
392,C05-P28,C04-S01-I02-P03,0.06896551724137931,C05,C04,C04-S01,どうしても宇宙の全體の法則に律せられることを免れぬやうになつて居る。 さういふ譯のものでありますから個人と宇宙とは根本的に區別し得られるものでない。,한울과 사람의 相對的 差別은 이러한 觀念으로부터 일어나게 되는 것이니 即 神人의 對照를 이로써 區別하게 되며 그리하야 그 區別이 한울님의 自己無...
393,C08-P06,C03-S04-I07-P07,0.06896551724137931,C08,C03,C03-S04,次には生殖に關する不調和の點であります。 此不調和は隨分社會に大きな關係を有って居る。 之に就いて大變詳しく又豫想外の事を論じて居ります。 一々此處で紹介するこ...,다시 精神上에서 한 가지 例를 드러 말하면 人類는 生殖慾이 著大한 情慾인데 그가 또한 現代의 生活과 極히 矛盾되는 不調和의 慾望이라 하는 것이라...
394,C10-P02,C02-S01-I01-P02,0.06896551724137931,C10,C02,C02-S01,希臘の哲學はターレスに始まるのでありまして、ターレスが水を以て世界の本源として、宇宙人生の事を釋解してから、次第に哲學が起つて來たのであります。 此れに續いて、...,古人의 敎에 無極이 生太極 太極이 生兩儀라한 語法으로 보면 無極은 天地萬有를 生生케하는 無量性의 本源임을 알지라 그리하야 無極을 無窮性의 原理로...
395,C10-P03,C03-S04-I05-P14,0.06896551724137931,C10,C03,C03-S04,又希臘に於いては火を以て世界の本源としたへラクリタスがあります。 然しへラクリス以外にも火を重んじたものは少なくない。 例へばピタゴラスであるとか、原子論者たる...,意識界에는 可知界와 不可知界 두 가지가 잇다 하나니 可知界는 우리가 우리의 知覺으로 推測할 만한 世界이오 不可知界라 함은 우리가 아직 發見치 못...
396,C12-P06,C06-S06-P01,0.06896551724137931,C12,C06,C06-S06,一體神道は日本民族の宗敎心の顕れた者である。 佛敎にせよ、基督敎にせよ、皆外國輸入のものであつて日本民族の中に發生したものでない。 日本民族の中に發生したものと...,大槪 過去의 宗教는 其源이 멀니 二千年이라 하는 긴 歲月 以前에 發하엿슴으로 各 宗教가 스스로 各其 時代 影響을 受하엿슴은 勿論이오 推하셔 그 ...
397,C12-P26,C06-S06-P09,0.06896551724137931,C12,C06,C06-S06,そこで神道は神人合一の敎であつて、なか／＼一種の長處を有つて居ると云はなければならぬ。 此點に於ては佛敎と一致して居ります。 佛敎は神人一の敎である。 佛敎では...,第二 . 佛敎와 基督敎의 差異点을 들러 보면
398,C12-P27,C06-S06-P09,0.06896551724137931,C12,C06,C06-S06,倂ながら基督敎は斯う云ふ點に於ては神道と一致して來る處があります。 神道では神が自分の内に在る、我の内に在る。 即ち神道では神を内在的に觀て來る。 基督敎にも内...,第二 . 佛敎와 基督敎의 差異点을 들러 보면
399,C13-S01-P03,C06-S06-P13,0.06896551724137931,C13,C06,C06-S06,第二に、基督敎の方では世界の創造を信じて居りますけれども、儒敎にはさういふことが素より無い。 儒敎では宇宙の發展して行く處は之を說きますけれども創造は說きませぬ...,丁、儒敎는 神人敎이나 基督敎는 神政敎인 것이라 佛敎는 萬物이 皆有佛心이라하야 汎神觀的 觀念下에서 人으로 佛될 可能性이 有하다 認定하는 宗敎이나 ...
400,C13-S01-P04,C06-S06-P08,0.06896551724137931,C13,C06,C06-S06,第三に基督敎の側では未來生活の信仰があります。 神の敎を守つて行く者は天國に入る、さうでない者は滅亡を免れぬといふやうに説きます。 さうして地獄極樂といふものが...,己、基督敎는 支那의 墨子와 가티 兼愛를 說하엿으나 儒敎는 差別愛를 說한 것이라 基督 聖經中에 일넛스되 敵을 愛하라 하엿스며 人이 我의 右頰을 打...
401,C13-S02-P03,C06-S06-P08,0.06896551724137931,C13,C06,C06-S06,それは孔子が天と人との間に在る。 孔子は天と一致し、天を代表して其の數女を人間に傳へたのでありまして、孔子は人天の間の媒介者であります。 宋儒が道の本源、天に出...,己、基督敎는 支那의 墨子와 가티 兼愛를 說하엿으나 儒敎는 差別愛를 說한 것이라 基督 聖經中에 일넛스되 敵을 愛하라 하엿스며 人이 我의 右頰을 打...
402,C13-S03-P01,C03-S03-I02-P12,0.06896551724137931,C13,C03,C03-S03,基督敎の道徳の側には餘程儒敎に似た所があります。 基督敎は固より純粹な宗敎であるけれども、倂ながら道徳の敎が澤山あります。 中には儒敎にちよつと無いやうな道徳の...,要컨대 人乃天의 宗敎는 사람으로써 한울 되게 하는 信仰이니 過去 사람들이 平等、自由、仁愛、慈悲와 美德은 오즉 한울님의 專有物로 하야 그를 但히 ...
403,C13-S06-P04,C06-S06-P08,0.06896551724137931,C13,C06,C06-S06,斯樣に基督敎と儒敎とをいろ／＼比較對照して考へて見ますと、大に違つて居ると思ふことも解释のしやうによつては意外に類似したことになるのであります。 基督敎と儒敎と...,己、基督敎는 支那의 墨子와 가티 兼愛를 說하엿으나 儒敎는 差別愛를 說한 것이라 基督 聖經中에 일넛스되 敵을 愛하라 하엿스며 人이 我의 右頰을 打...
404,C14-S03-P01,C06-S06-P11,0.06896551724137931,C14,C06,C06-S06,尙この佛敎と基督敎といふものを對照して見ますると、宗敎の種類が餘程違つて居ります。 どちらも宗敎は宗敎であるけれども、其の宗敎の種類が決して同じものではない。,乙、佛敎는 理性的 方面이 多하되 基督敎는 感情的 方面이 多한 것 佛敎의 敎理는 元來 組織的 演繹的 (例如 四聖諦 八正道 其他 認識論的 哲學) 으...
405,C14-S04-P02,C03-S04-I07-P12,0.06896551724137931,C14,C03,C03-S04,第一に基督敎は神樣を全知全能のものと致しまして世界創造說を立てゝ居ります。 世界は神樣が造つたものであると、斯う舊約全書の初に說いてあるばかりでなく、ボーロの書...,第四 人類가 進化한다 하는 데서 人類는 其自體에서 無窮한 創造性을 包容한 것이라 大槪 進化라 하는 意味에는 말할 것도 업시 創造性을 豫期하고 하...
406,C14-S04-P05,C06-S06-P09,0.06896551724137931,C14,C06,C06-S06,第三に佛敎には涅槃(ニルヴーナ)の考へがあります。 涅槃は究竟目的でありまして實に印度の哲學宗敎の特色であります。 さうして是れは基督敎には全く無い事であります...,第二 . 佛敎와 基督敎의 差異点을 들러 보면
407,C15-P02,C03-S04-I02-P11,0.06896551724137931,C15,C03,C03-S04,佛敎は、先刻恰度釋宗演師から御話しになつたやうに、恰も菩提達磨の出た時と同じやうに、手の佛敎、口の佛敎、形の佛敎と云ふものになつて、決して佛敎の眞の精神が、能く...,實在라 하는 말은 그 이름과 가티 宇宙萬象이 精神됨과 物質됨을 勿論하고 한가지로 實在라 하는 말이니 譬하야 말하면 波와 波가 한가지로 海水에 因...
408,C21-P04,C06-S06-P17,0.06896551724137931,C21,C06,C06-S06,そこで宗敎と云ふものは一體どうなるであらうか。 是れは段々なくなつて了ふものであらうか。 私は斯う云ふ考を宗敎に對しては有つて居ります。 宗敎は矢張り形が變はる...,辛、佛敎은 人의 災禍는 사람 自己의 自業自得인 因果律로 엇는 것이라 하엿고 基督敎는 이를 先天的 人의 罪業으로 信하는 것이라 딸하서 佛敎는 사람...
409,C22-P03,C06-S06-P10,0.06896551724137931,C22,C06,C06-S06,佛敎と基督敎は相互に種々の關係を持つて、相互に影響を及ぼしつゝあるのであります。 其關係の事をお話をするに付いて、先づ佛敎と基督敎との一長一短と見るべき所をお話...,甲、佛敎는 靜的 氣分을 가젓스나 基督敎는 動的의 氣分이 잇는 것이니 말하자면 佛敎는 不變不動하는 泰山喬嶽과 如하야 深靜幽遠한 態가 有하나니 그는...
410,C23-P06,C06-S06-P10,0.06896551724137931,C23,C06,C06-S06,(三)學校で敎育して居る子弟は各種の家庭から來て居ります。 神道の家庭もあり、佛敎の家庭もあり、基督敎の家庭もあり、それから無宗敎の家庭もあります。 さうして無...,甲、佛敎는 靜的 氣分을 가젓스나 基督敎는 動的의 氣分이 잇는 것이니 말하자면 佛敎는 不變不動하는 泰山喬嶽과 如하야 深靜幽遠한 態가 有하나니 그는...
411,C07-P07,C03-S04-I04-P06,0.06875,C07,C03,C03-S04,第二は生命の實質の問題。 生命の内容であるが、是れに付ては三つに分けて論じたいと思ふのであります。 其第一としては自發的活動。 此自發的活動と云ふものは生命の特...,以上은 生命이 가지고 잇는 特性을 一言으로 記錄함에 지나지 아니 하나 이제 生命發生에 對한 兩種의 議論을 말하면 하나는 機械論이라 하고 하나는 ...
412,C06-P08,C03-S04-I04-P06,0.06862745098039216,C06,C03,C03-S04,(三) 目的 - 第三の生命の特徴は目的 (Zweck) といふことであります。 生命は立派に目的々 (Zweckmässig) になつて居る。 生命は運動の繼...,以上은 生命이 가지고 잇는 特性을 一言으로 記錄함에 지나지 아니 하나 이제 生命發生에 對한 兩種의 議論을 말하면 하나는 機械論이라 하고 하나는 ...
413,C02-P23,C05-S07-I02-P01,0.0684931506849315,C02,C05,C05-S07,極めて偏したる唯心論にはどう云ふ名稱が附けてあるかと言ひますと、普通にはそれを主觀的唯心論(Der subjektive Idealismus) と云ふのである...,第一 無意味의 自然이라 함은 世上 사람이 普通 稱하는 偶然의 意味이니 萬事가 一定한 神秘的 意識의 下에 支配됨이 아니오 되야가는 대로 된다는 偶...
414,C07-P09,C03-S04-I04-P06,0.0684931506849315,C07,C03,C03-S04,次の問題は有目的性。 是れは屢／＼論じましたから今日は餘り精しく申しませぬが、此有目的性と云ふのは吾々の生命には目的があると。 斯う云ふのである。 永井博士は機...,以上은 生命이 가지고 잇는 特性을 一言으로 記錄함에 지나지 아니 하나 이제 生命發生에 對한 兩種의 議論을 말하면 하나는 機械論이라 하고 하나는 ...
415,C12-P05,C05-S07-I04-P01,0.0684931506849315,C12,C05,C05-S07,そこで神道とは斯う云ふものであると私は思ふ。 即ち神道は今日あらしめた所の精神上の力である。 日本國民をして發展せしめて行き居る所の社會の活力である。 さう觀た...,셋째 虛僞에 對한 自然이니 이러한 自然의 意味는 天然界의 自然에서 獨特한 美点인 同時에 사람性 自然에도 어대까지든지 그 美点을 發揮하여야 할지라...
416,C02-P37,C06-S06-P14,0.06818181818181818,C02,C06,C06-S06,そこで意識といふものは其非常な稀薄なる狀態に於ては無機物にもある。 一體無機物と有機物を嚴密に區別して考へて居るのは俗見である。 固より一通りの區別は科學では立...,戊、佛敎는 沒我敎이나 基督敎는 主我敎이라 佛敎는 個我를 沒케 하야 大我 即 佛의 性을 實現함으로써 그 目的을 삼앗스나 基督敎는 神性과 人格을 差...
417,C02-P44,C03-S04-I07-P04,0.06818181818181818,C02,C03,C03-S04,それからハルトマンが又セリング、ヘーゲル、ショーペンハウエル等の思想を打つて一丸と爲して無意識的の實在を立て、哲學を説いて來て居ります。 けれ共此無意識的といふ...,第二 人類는 進化하는 것인 故로 人類는 過去的 意味에서 天地萬物을 다 가티 我身에 備하야 둔 感이 잇나니 人類가 사람性 無窮主義에 依하야 萬有의...
418,C04-P18,C03-S04-I04-P04,0.06818181818181818,C04,C03,C03-S04,それで凡て認識の種類と云ふものは人に依つて餘程違ふ。 或人は或種類の認識を有つて居るが、他の者は他の種類の認識を有つて居る。 例へば法律學者は法律上のことに精し...,第三 生命은 目的이 有하다 生命은 一定한 目的이 有하야 그 目的의 方面으로 恒常 繼續的 運動을 하고 잇나니 植物이 太陽의 方面을 向하야 其枝를 ...
419,C13-S05-P03,C06-S06-P05,0.06818181818181818,C13,C06,C06-S06,そこで儒敎には宗敎心が絶無といふことはない。 大に感化を及ぼしたやうな人には餘程宗敎心がありました。 但、基督敎のやうな具合に、會堂を立てたり、讃美歌を歌つたり...,丙、基督敎는 來世의 生活을 信仰하나 儒敎는 現世的 實踐道德을 重히 본 것이라 基督敎의 信仰的 幸福의 目的은 此世를 標準한 者- 안이오 來世라는 ...
420,C14-S03-P04,C06-S06-P10,0.06818181818181818,C14,C06,C06-S06,第三に佛敎は沒我敎であります。 悟を開かぬ者は六道に輪廻するといふことを説きまして、何時までも、輪廻を免れぬけれども、悟を開けば宇宙の實在と一體となつて沒我の境...,甲、佛敎는 靜的 氣分을 가젓스나 基督敎는 動的의 氣分이 잇는 것이니 말하자면 佛敎는 不變不動하는 泰山喬嶽과 如하야 深靜幽遠한 態가 有하나니 그는...
421,C16-P07,C06-S06-P08,0.06818181818181818,C16,C06,C06-S06,所が宗敎に斯う云ふことがあります。 先刻石川君の演說に分化と合同と云ふことがありましたが、やはり宗敎にも其事がある。 宗敎は種々に別れて來ますが、この宗敎の種々...,己、基督敎는 支那의 墨子와 가티 兼愛를 說하엿으나 儒敎는 差別愛를 說한 것이라 基督 聖經中에 일넛스되 敵을 愛하라 하엿스며 人이 我의 右頰을 打...
422,C25-P18,C06-S06-P06,0.06818181818181818,C25,C06,C06-S06,所が篤胤の駁擊は誠に痛快を極めて居るけれども、只だ一つ困つたことがある。 それは篤胤は此古神道を復活しやうと云う目的の爲に眞理を硏究する精神がない。 一般の眞理...,丁、基督敎는 基督 復活의 理를 說하야 一般 信者가 한가지로 來世의 復活을 信하나 儒敎는 不然한 것
423,C25-P24,C03-S04-I07-P01,0.06796116504854369,C25,C03,C03-S04,けれども神道は太陽崇拜として見る丈では十分でない。 殊に宗敎としてもう少し知欲を充たすやうな哲學的方面がなくてはならぬ。 それでありますから神道に就いてもう一つ...,宇宙發生의 原因에 對하야는 두 가지의 觀察로 大分할 수 잇나니 하나는 宗敎的 說이며 하나는 哲學的 思考이라 宗敎的 論理는 佛敎의 認識論說과 基督...
424,C07-P10,C03-S04-I04-P06,0.06787330316742081,C07,C03,C03-S04,抑、生理學を硏究すると云ふ事に就いても必ず目的がある。 即ち生命に目的がありと云ふことは實際上否定する事は出來ない。 私が今日此處に來て講演するのにも目的がある...,以上은 生命이 가지고 잇는 特性을 一言으로 記錄함에 지나지 아니 하나 이제 生命發生에 對한 兩種의 議論을 말하면 하나는 機械論이라 하고 하나는 ...
425,C05-P25,C03-S03-I02-P05,0.06779661016949153,C05,C03,C03-S03,私は初に『生命は自己經營を爲し發展を遂げて止まざる比較的獨立の活動なり』と云ふ定義を下しました。 そこで此定義といふものはまだ外に當嵌まる所はないか。 どうも當...,元來 生物階段의 進化라 하는 말은 父로부터 子가 生하엿다 하는 말이 안이며 種子로 植物이 生하엿다 하는 말이 안이다 父母로부터 子孫이 生하며 種...
426,C12-P38,C06-S06-P13,0.06779661016949153,C12,C06,C06-S06,所が儒敎でも其通りに説いてあります。 儒敎では基督敎で謂ふ樣な神を立てませぬ。 稍／＼それに似た天の如きものがありますけれども、是れは少し違ふ。 さう云ふ敎の因...,丁、儒敎는 神人敎이나 基督敎는 神政敎인 것이라 佛敎는 萬物이 皆有佛心이라하야 汎神觀的 觀念下에서 人으로 佛될 可能性이 有하다 認定하는 宗敎이나 ...
427,C21-P09,C03-S03-I02-P12,0.06779661016949153,C21,C03,C03-S03,(二)希望 どういふ宗敎にでも希望と云ふことが備はつて居ります。 今申すやうな超人的の力を信仰する以上は、唯、それを信仰するだけではない。 この超人的の力が吾々...,要컨대 人乃天의 宗敎는 사람으로써 한울 되게 하는 信仰이니 過去 사람들이 平等、自由、仁愛、慈悲와 美德은 오즉 한울님의 專有物로 하야 그를 但히 ...
428,C25-P23,C03-S04-I03-P01,0.06779661016949153,C25,C03,C03-S04,そこで日本民族は今後儒敎であらうが、佛敎であらうが、基督敎であらうが、其他如何なる宗敎であらうが、如何なる德敎であらうが、世界の如何なる方面からでも、總べて善い...,神을 觀念하는 생각은 이틀 세 가지에 논하 보다 하면 하나는 多神의 觀念이오 하나는 一神의 觀念이오 하나는 汎神의 觀念이니 多神敎는 그 이름과 ...
429,C12-P05,C04-S03-I05-P03,0.06756756756756757,C12,C04,C04-S03,そこで神道とは斯う云ふものであると私は思ふ。 即ち神道は今日あらしめた所の精神上の力である。 日本國民をして發展せしめて行き居る所の社會の活力である。 さう觀た...,以上의 說을 要約하야 말하면 하나는 精神上으로 來하는 弊害와 하나는 物質上으로 來하는 弊害 두 가지로 논아 볼 수 잇스며 그리하야 精神上으로 來...
430,C13-S05-P01,C01-S02-I04-P04,0.06756756756756757,C13,C01,C01-S02,儒敎の中に宗敎心が隨分あります。 原始儒敎の中には天の考がある。 又孔子は天を禱つたものと見える。 『罪を天に獲れば禱る所無し』とある。 又『丘の禱るや久し』と...,그리고 公式的 敎理는 上으로 無窮을 連하고 下으로 事實的 知識인 科學에 接한 者라야겟다. 大槪 舊社會의 宗敎가 新社會的 生活要素와 接近치 못한 ...
431,C14-S03-P02,C01-S02-I05-P01,0.06756756756756757,C14,C01,C01-S02,第一に佛敎は汎神敎(パンテイズムス)であります。 尤も佛敎は唯、斯う言つた丈では盡きて居らぬ。 なぜならば俗佛敎は多神敎であります。 澤山のホトケがありますから...,前節에 述함과 가티 先天의 宗敎는 理想이오 後天의 宗敎는 建設이라. 그럼으로 舊宗敎와 新宗敎의 截然한 區別은 前者는 圖案的 敎理임에 對하야 後者...
432,C04-P24,C03-S04-I04-P06,0.0673076923076923,C04,C03,C03-S04,それで人間を機械的に視て、唯パッシーヴに受身的に働くものとするのはいかぬ。 即ち無生物――石とか木とかいふものを取扱ふ樣な具合に考へて、生命を自然界に行はれて居...,以上은 生命이 가지고 잇는 特性을 一言으로 記錄함에 지나지 아니 하나 이제 生命發生에 對한 兩種의 議論을 말하면 하나는 機械論이라 하고 하나는 ...
433,C01-S01-P02,C06-S06-P02,0.06666666666666667,C01,C06,C06-S06,第一は哲學の何たるかを能く了解して居らぬ。 甚しきは哲學を誤解して、其誤解したる哲學に對して消極的態度を執つて居ると云ふやうなこともあります。 そこで哲學と云ふ...,第一 儒敎와 基督敎의 差異点으로 말하면
434,C02-P02,C03-S04-I02-P06,0.06666666666666667,C02,C03,C03-S04,古今の哲學を達觀して見ますると云ふと、自ら哲學の思想に二大系統の區別のあると云ふことが解るのであります。 固より哲學の系統は複雜を極めて居りますけれ共、達觀すれ...,이러케 생각하고 보면 唯物論과 唯心論은 둘이다 各一條의 眞理를 가젓슴과 가티 둘이다 一偏의 缺陷이 잇슴을 알지라 即 眞理는 唯物임과 同時에 唯心...
435,C02-P15,C03-S04-I02-P10,0.06666666666666667,C02,C03,C03-S04,第三には物質といふものは畢竟吾々の觀念である。 吾々の觀念でないと云ふならばどう云ふものがあるか。 つまり物質といふものは廣く概括して考へて居るのである。 吾々...,上圖와 가티 物質과 精神은 한가지로 實在的 原理에 依하야 나타나는 것임으로 唯心과 唯物은 同一한 原理의 實在的 存在라 할 수 잇다
436,C02-P15,C03-S04-I06-P07,0.06666666666666667,C02,C03,C03-S04,第三には物質といふものは畢竟吾々の觀念である。 吾々の觀念でないと云ふならばどう云ふものがあるか。 つまり物質といふものは廣く概括して考へて居るのである。 吾々...,第三 大宇宙의 活精은 組織的 進化理法에 依하야 사람性을 形成한 範圍內에서 茲에 靈魂의 偉力이 나타나게 되는 것
437,C02-P45,C03-S04-I07-P08,0.06666666666666667,C02,C03,C03-S04,それからスペンサーは、不可知的といふものを立てました。 そこはヘッケルと大分違ひます。 ヘッケルは、物質の外は何物も立てゝ居らぬ、非常に露骨で殺風景である。 所...,以上은 單히 人類가 進化上에 잇서 아즉 不調和하엿다는 点을 例로써 一言한 것이나 엇지 하엿든 人類는 아즉 進化의 無窮을 압길에 두고 나가는 것이...
438,C02-P47,C04-S03-I01-P06,0.06666666666666667,C02,C04,C04-S03,實在論にも種々ありますけれども、其最も完全なるものを吾々は圓融實在論とも又現象即實在論ともいつて居ります。 今日は其趣意を述ぶるのを目的としたのではありませぬ。...,그러면 우리는 如何한 方法에 依하야 此 三大害惡을 除去할 수 잇스랴
439,C04-P11,C03-S04-I05-P14,0.06666666666666667,C04,C03,C03-S04,所が、意識界は今言ふ樣に混沌界から切開いたのであるけれども、意識界以外に於て混沌界は決してなくなつて居る譯ではないのであります。 それは今圖を描いて説明致しませ...,意識界에는 可知界와 不可知界 두 가지가 잇다 하나니 可知界는 우리가 우리의 知覺으로 推測할 만한 世界이오 不可知界라 함은 우리가 아직 發見치 못...
440,C05-P04,C06-S05-P16,0.06666666666666667,C05,C06,C06-S05,生命は自己經營を爲し發展を遂げて止まざる獨立の活動なり。,生活을 人類主義的 永生으로 改善함에는 먼저 人類의 生活을 統一的으로 改善함에 잇나니 生活을 統一的으로 改善하는 下에는 人類永生의 敎訓이 實際的 ...
441,C05-P06,C06-S05-P16,0.06666666666666667,C05,C06,C06-S05,生命は或時間自己經營を爲し發展を遂げて止まざる比較的獨立の活動なり。,生活을 人類主義的 永生으로 改善함에는 먼저 人類의 生活을 統一的으로 改善함에 잇나니 生活을 統一的으로 改善하는 下에는 人類永生의 敎訓이 實際的 ...
442,C05-P08,C03-S04-I04-P07,0.06666666666666667,C05,C03,C03-S04,生命の理論と云ふことに就いてはいろ／＼な説があります。 是れに就いては昨晚も此處で醫學博士の永井潛君が、『生命の謎』といふ題で詳しく講演がありました。 なかなか...,生命의 發生原因에 就하야 세 가지의 議論이 잇으니
443,C05-P19,C03-S04-I04-P01,0.06666666666666667,C05,C03,C03-S04,其次に、生命と宇宙といふことに就いて極く簡單に私の見る所を述べて置かうと思ふ。 是れは餘り大きな問題でありますから、生命の初といふ處からして考を述べて見ませう。,生命 問題는 哲學上 가장 深遠한 眞理를 包含하엿나니 이제 生命 問題의 槪義를 論하야 人乃天의 原理에 歸納케 하면 그 大義가 左와 가트니 第一 生...
444,C05-P28,C06-S06-P14,0.06666666666666667,C05,C06,C06-S06,どうしても宇宙の全體の法則に律せられることを免れぬやうになつて居る。 さういふ譯のものでありますから個人と宇宙とは根本的に區別し得られるものでない。,戊、佛敎는 沒我敎이나 基督敎는 主我敎이라 佛敎는 個我를 沒케 하야 大我 即 佛의 性을 實現함으로써 그 目的을 삼앗스나 基督敎는 神性과 人格을 差...
